"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2500257","R-HSA-2500257","Resolution of Sister Chromatid Cohesion","68/4633","127/11146",0.535433070866142,1.28813663023398,2.75429141950468,0.00409239104619889,0.0178476784710238,0.0110423148955459,"25909/9212/332/699/701/9184/891/991/55143/983/1058/1063/91687/55839/79172/401541/55166/80152/79682/9793/23332/23122/6249/1778/1780/1783/140735/54821/3796/11004/57082/22919/54820/81565/25936/83540/23279/348995/4928/5048/23244/23047/5347/5501/5515/5516/5518/5519/5525/5527/5528/5529/5885/5903/5905/81929/151648/151246/8243/9126/147841/10735/57551/7846/10383/23063/7514/9183",68
"R-HSA-1234174","R-HSA-1234174","Cellular response to hypoxia","43/4633","75/11146",0.573333333333333,1.37931649758975,2.77983862868551,0.00413399903468245,0.0179806732207425,0.0111245984210046,"84962/405/768/10370/1387/8453/54583/112398/112399/6921/2033/2034/3091/55662/64344/25994/8994/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/7314/7316/7321/7322/7323/7422/7428",43
"R-HSA-9020591","R-HSA-9020591","Interleukin-12 signaling","29/4633","47/11146",0.617021276595745,1.48442027820768,2.80679029010246,0.00417968813172988,0.0181306579011768,0.0112173935749262,"9049/302/375/829/998/1072/1265/3181/9987/3185/3313/3586/3592/3716/3936/4001/4478/4507/5034/5062/27250/5306/5908/6175/6627/6648/6950/7297/6845",29
"R-HSA-4551638","R-HSA-4551638","SUMOylation of chromatin organization proteins","41/4633","71/11146",0.577464788732394,1.38925588931821,2.77506491283805,0.00423305245636766,0.0183130451187243,0.0113302360990871,"8086/648/84733/8535/23468/57332/1107/100532731/3066/9759/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/1912/80012/8554/9063/9883/8480/5903/6045/6304/23314/81929/7341/6612/23512/7175/7329/9189",41
"R-HSA-3371453","R-HSA-3371453","Regulation of HSF1-mediated heat shock response","40/4633","69/11146",0.579710144927536,1.39465773264889,2.77341417825546,0.00427545044847385,0.0183980819830603,0.0113828481984844,"8086/9530/9529/3337/2932/6782/51182/3303/3304/3306/3308/22824/3309/3312/3313/10808/5594/5595/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/8480/5903/6118/81929/23411/7175/7531",40
"R-HSA-388841","R-HSA-388841","Costimulation by the CD28 family","40/4633","69/11146",0.579710144927536,1.39465773264889,2.77341417825546,0.00427545044847385,0.0183980819830603,0.0113828481984844,"207/208/10000/151888/29126/940/941/998/1445/2534/9402/2885/23308/4067/9020/1326/79109/2475/5058/5062/5063/80380/5170/5290/5295/5296/8503/5515/5516/5518/5519/5525/5527/5528/5529/5777/5879/253260/57761/7525",40
"R-HSA-3928665","R-HSA-3928665","EPH-ephrin mediated repulsion of cells","31/4633","51/11146",0.607843137254902,1.46233965202744,2.79102176990522,0.00430407671243638,0.0184721382512522,0.0114286666299791,"60/71/102/160/163/1173/1175/51107/83464/1211/1213/1759/1942/1948/1969/2042/2043/2044/2045/2048/2050/2534/4067/4313/4318/5663/5879/7074/7410/10451/7525",31
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","159/4633","326/11146",0.487730061349693,1.173373465099,2.67952890504568,0.00454288011476523,0.0193949865253224,0.0119996305937035,"10006/10152/25/60/71/10097/10096/25909/367/10552/10095/10109/10092/9212/332/55845/699/701/9184/801/805/808/991/998/55143/999/1027/1058/1063/91687/55839/79172/401541/55166/80152/79682/1072/11113/9793/23332/23122/6249/1495/1499/2017/23191/23002/1729/1730/81624/1857/1778/1780/1783/140735/54821/51466/2316/91010/57120/2885/8826/10788/128239/23081/9928/3796/11004/3798/3799/3831/89953/57082/3895/3984/5594/1432/5595/22919/57591/4628/4629/79784/4627/10627/4637/4638/4690/10787/51517/10499/54820/81565/4771/25936/83540/23279/348995/4928/5048/5058/5062/5063/5170/5217/5289/5586/5347/5500/5501/4659/4660/5515/5516/5518/5519/5525/5527/5528/5529/9055/5579/5580/5747/5879/5903/5905/387/388/389/85415/6093/9475/6242/6279/286205/81929/151648/151246/147841/6722/57551/7846/10383/8936/10163/10810/8976/7456/147179/644150/7514/7529/7531/7532/7533/10971/7534/9183",159
"R-HSA-1500931","R-HSA-1500931","Cell-Cell communication","80/4633","153/11146",0.522875816993464,1.2579265823892,2.70934526294515,0.00454307780784747,0.0193949865253224,0.0119996305937035,"60/71/81/8728/4301/26523/27161/192669/192670/154796/27319/23705/253559/8573/977/23607/961/999/1009/1016/1000/1002/1005/1006/9076/5010/9069/51208/1364/1495/1499/1500/667/54751/10979/2316/2318/2294/2534/2885/3224/3609/3611/8826/3655/3691/3728/55243/3852/3909/3914/3918/3987/55679/9863/4343/4690/5818/25945/81607/64398/84612/55742/5290/5291/5295/5296/5339/5747/5777/5817/5829/221935/6667/6711/27327/23112/57690/8976/9839",80
"R-HSA-5620912","R-HSA-5620912","Anchoring of the basal body to the plasma membrane","54/4633","98/11146",0.551020408163265,1.32563640608413,2.73076800276825,0.00455695126408362,0.0194030188033876,0.0120046001444419,"10121/10142/9738/983/9662/22995/22897/80184/95681/11116/9702/80254/80321/79959/51134/84902/79598/9793/23332/11064/1453/1639/10540/1778/79441/54801/93323/3320/9657/22919/54820/261734/4957/5048/5108/5347/10733/5518/5566/5577/8766/117177/4218/23322/4735/9814/79600/26123/146057/7846/203068/10383/7531/7532",54
"R-HSA-2995383","R-HSA-2995383","Initiation of Nuclear Envelope (NE) Reformation","14/4633","19/11146",0.736842105263158,1.7726833812353,2.84295493457389,0.00464841677727636,0.019637436933768,0.0121496340667578,"23141/891/983/2010/3837/3930/23592/4000/4001/5515/5518/5520/7112/7444",14
"R-HSA-8964038","R-HSA-8964038","LDL clearance","14/4633","19/11146",0.736842105263158,1.7726833812353,2.84295493457389,0.00464841677727636,0.019637436933768,0.0121496340667578,"160/163/1173/1175/1211/1213/3949/26119/3988/51599/57552/4864/255738/6646",14
"R-HSA-9703465","R-HSA-9703465","Signaling by FLT3 fusion proteins","14/4633","19/11146",0.736842105263158,1.7726833812353,2.84295493457389,0.00464841677727636,0.019637436933768,0.0121496340667578,"1026/2804/2885/3845/399687/4893/5290/5295/5292/6654/6711/6777/9321/7750",14
"R-HSA-112314","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission","104/4633","205/11146",0.507317073170732,1.22049559627908,2.68737943313407,0.00466613488214706,0.0196609537482134,0.0121641838621761,"107/108/109/112/113/115/9495/160/163/1173/1175/320/8874/23229/27092/801/805/808/815/817/818/10645/8573/89832/1138/1139/1385/1739/1740/2036/2066/2550/9568/2554/2557/2561/2562/2741/2742/8001/2770/2771/2773/2774/2782/2783/59345/10681/55970/54331/2787/2890/2891/2892/2898/2903/2904/23426/285242/3768/3772/3759/3760/3763/57576/3838/3845/8825/55327/5594/5595/4137/4193/4646/26960/83988/4747/27020/4893/3084/4905/5170/23236/22843/9647/5562/5563/5564/5565/5566/5567/51422/5573/5576/5577/5579/5613/5879/5924/6196/6197/27330/7846/10383",104
"R-HSA-9648025","R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","63/4633","117/11146",0.538461538461538,1.29542247090272,2.70924971389941,0.00471834046610042,0.0198292853874038,0.0122683302344812,"25909/9212/332/699/701/9184/991/55143/1058/1063/91687/55839/79172/401541/55166/80152/79682/9793/23332/23122/6249/1778/1780/1783/140735/27436/54821/3796/11004/57082/22919/54820/81565/10783/140609/91754/25936/83540/23279/348995/4928/5048/5347/5501/5515/5516/5518/5519/5525/5527/5528/5529/5903/5905/81929/151648/151246/147841/57551/7846/10383/7514/9183",63
"R-HSA-446728","R-HSA-446728","Cell junction organization","62/4633","115/11146",0.539130434782609,1.29703169136347,2.70038019105074,0.00485221968373462,0.0203390970162762,0.0125837494388645,"60/71/8728/4301/26523/27161/192669/192670/154796/27319/23705/253559/977/999/1009/1016/1000/1002/1005/1006/9076/5010/9069/51208/1364/1495/1499/1500/667/54751/10979/2316/2318/2294/3224/3609/3611/3655/3691/3728/3852/3909/3914/3918/3987/55679/4343/5818/25945/81607/64398/84612/55742/5339/5817/5829/221935/6667/27327/23112/57690/9839",62
"R-HSA-5213460","R-HSA-5213460","RIPK1-mediated regulated necrosis","21/4633","32/11146",0.65625,1.57879613641269,2.76532426070632,0.00512756109873115,0.0213824583962551,0.0132292745656357,"330/841/11140/8837/8772/355/356/10211/2319/3320/83737/8473/10015/57162/6386/8795/8743/7314/7316/7332/331",21
"R-HSA-5675482","R-HSA-5675482","Regulation of necroptotic cell death","21/4633","32/11146",0.65625,1.57879613641269,2.76532426070632,0.00512756109873115,0.0213824583962551,0.0132292745656357,"330/841/11140/8837/8772/355/356/10211/2319/3320/83737/8473/10015/57162/6386/8795/8743/7314/7316/7332/331",21
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","59/4633","109/11146",0.541284403669725,1.30221367651689,2.67412983450101,0.00527105402474733,0.0219243326787691,0.013564530855188,"207/208/10000/627/940/941/1026/1027/1147/1385/1956/2065/2066/2069/2099/8817/2247/2250/2252/2254/2260/2263/2261/2308/2309/10818/2534/2549/2885/2932/1839/3082/3667/8660/3815/79109/4193/4233/2475/3164/3084/4915/4916/5154/5155/5156/5170/118788/5290/5291/5295/5296/8503/5728/5879/253260/6199/6801/7039",59
"R-HSA-381340","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation","47/4633","84/11146",0.55952380952381,1.34609375802987,2.68532731839266,0.00532046024468921,0.021933074835407,0.0135699396060582,"10498/892/896/23097/1019/1024/1051/1052/80205/1387/1879/2033/9314/688/5469/400569/9969/23389/9282/9440/219541/9477/9862/9441/80306/90390/10001/112950/8648/10499/8202/9611/9612/4790/7026/5465/5468/10891/6256/6517/6720/6721/6907/79718/96764/7480/27332",47
"R-HSA-5628897","R-HSA-5628897","TP53 Regulates Metabolic Genes","47/4633","84/11146",0.55952380952381,1.34609375802987,2.68532731839266,0.00532046024468921,0.021933074835407,0.0135699396060582,"26523/27161/192669/192670/207/208/10000/54205/54541/2539/2744/2821/2936/55004/8649/389541/10542/4343/2475/25824/5562/5563/5564/5565/51422/5728/6009/10670/58528/50484/27244/83667/143686/153129/27327/23112/57690/7157/7248/7295/7296/7529/7531/7532/7533/10971/7534",47
"R-HSA-187687","R-HSA-187687","Signalling to ERKs","22/4633","34/11146",0.647058823529412,1.55668414570663,2.74178150431012,0.00540989862422114,0.021933074835407,0.0135699396060582,"673/1398/1399/10818/2885/57498/3845/5604/5594/5603/1432/5595/4803/4893/5899/5900/5906/2889/6016/6464/6654/7529",22
"R-HSA-389513","R-HSA-389513","CTLA4 inhibitory signaling","15/4633","21/11146",0.714285714285714,1.71841756344239,2.77918352186847,0.00546107507089463,0.021933074835407,0.0135699396060582,"207/208/10000/941/2534/4067/5515/5516/5518/5519/5525/5527/5528/5529/7525",15
"R-HSA-416572","R-HSA-416572","Sema4D induced cell migration and growth-cone collapse","15/4633","21/11146",0.714285714285714,1.71841756344239,2.77918352186847,0.00546107507089463,0.021933074835407,0.0135699396060582,"9826/23365/3984/4628/4629/79784/4627/10627/4637/387/388/389/6093/9475/10507",15
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","15/4633","21/11146",0.714285714285714,1.71841756344239,2.77918352186847,0.00546107507089463,0.021933074835407,0.0135699396060582,"1457/1956/2260/3678/3680/3685/3897/5604/5594/5595/4684/8829/5058/5879/7410",15
"R-HSA-6807004","R-HSA-6807004","Negative regulation of MET activity","15/4633","21/11146",0.714285714285714,1.71841756344239,2.77918352186847,0.00546107507089463,0.021933074835407,0.0135699396060582,"867/2060/2885/3082/26018/4233/5770/5771/5795/6455/6456/30011/7314/7316/9101",15
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","130/4633","263/11146",0.494296577946768,1.18917108953047,2.61841796645135,0.0055270536788088,0.021933074835407,0.0135699396060582,"10257/81/207/226/308/334/139322/351/408/27154/801/805/808/813/10487/967/55664/998/1072/1191/1277/1278/1398/1445/51571/747/221955/1606/8526/160851/9162/2149/2151/10447/2266/2316/2335/2534/2768/10672/2770/2771/2773/2776/2782/2783/59345/10681/55970/54331/2787/2885/54676/22927/3082/3309/3479/3481/3671/3708/3709/3710/3920/10184/4067/5594/1432/5595/11343/4352/374354/29789/5028/5099/5154/5155/5170/9749/5290/5291/5295/5296/8503/5321/5341/5579/5580/5581/5588/5627/5660/5747/5770/5777/5768/5879/5894/5906/5908/10411/11069/10125/387/388/5265/5054/6464/6654/6678/5552/6810/6814/94121/8407/51368/7042/7057/7078/7094/54495/7222/7273/7410/10451/7414/7422/7424/10490/9948/7534",130
"R-HSA-418359","R-HSA-418359","Reduction of cytosolic Ca++ levels","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"488/490/491/492/493/801/805/808/6546/6543/6717",11
"R-HSA-442720","R-HSA-442720","CREB1 phosphorylation through the activation of Adenylate Cyclase","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"107/801/805/808/1385/5566/5567/5573/5576/5577/5613",11
"R-HSA-4839735","R-HSA-4839735","Signaling by AXIN mutants","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"139285/1452/2932/5515/5516/5518/5519/5525/5527/5528/5529",11
"R-HSA-4839744","R-HSA-4839744","Signaling by APC mutants","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"139285/1452/2932/5515/5516/5518/5519/5525/5527/5528/5529",11
"R-HSA-4839748","R-HSA-4839748","Signaling by AMER1 mutants","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"139285/1452/2932/5515/5516/5518/5519/5525/5527/5528/5529",11
"R-HSA-5467337","R-HSA-5467337","APC truncation mutants have impaired AXIN binding","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"139285/1452/2932/5515/5516/5518/5519/5525/5527/5528/5529",11
"R-HSA-5467340","R-HSA-5467340","AXIN missense mutants destabilize the destruction complex","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"139285/1452/2932/5515/5516/5518/5519/5525/5527/5528/5529",11
"R-HSA-5467348","R-HSA-5467348","Truncations of AMER1 destabilize the destruction complex","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"139285/1452/2932/5515/5516/5518/5519/5525/5527/5528/5529",11
"R-HSA-6804116","R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"1820/890/898/9134/1017/1026/1027/1869/144455/7157/25946",11
"R-HSA-8849471","R-HSA-8849471","PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"2909/1398/1793/9844/63916/3845/4893/5829/5879/5921/387",11
"R-HSA-8941856","R-HSA-8941856","RUNX3 regulates NOTCH signaling","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"1387/2033/3280/182/8850/9794/55534/10046/4851/3516/864",11
"R-HSA-8964539","R-HSA-8964539","Glutamate and glutamine metabolism","11/4633","14/11146",0.785714285714286,1.89025931978662,2.81108899698324,0.00554426922600832,0.021933074835407,0.0135699396060582,"5832/2744/2746/2747/2752/2806/4942/5831/29920/284716/57494",11
"R-HSA-176033","R-HSA-176033","Interactions of Vpr with host cellular proteins","23/4633","36/11146",0.638888888888889,1.5370290428568,2.72190298318022,0.00565178047954955,0.0222495883598812,0.013765765747347,"8086/3159/3836/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/11168/8480/5903/81929/7175",23
"R-HSA-6802948","R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","23/4633","36/11146",0.638888888888889,1.5370290428568,2.72190298318022,0.00565178047954955,0.0222495883598812,0.013765765747347,"60/71/408/673/22866/1445/2266/2335/8826/3845/8844/283455/5604/5594/5595/4140/4893/5894/5906/5908/7094/7414/7529",23
"R-HSA-69620","R-HSA-69620","Cell Cycle Checkpoints","143/4633","292/11146",0.48972602739726,1.17817532945605,2.60210450763007,0.00572706794780624,0.0224912522804624,0.0139152826222885,"25909/64682/10393/51529/119504/9212/580/332/672/699/701/9184/890/891/898/9134/991/8697/993/996/990/8317/55143/983/1017/1026/1027/1029/1058/1063/91687/55839/79172/401541/55166/80152/79682/1111/9793/23332/23122/6249/64326/10926/1763/1778/1780/1783/140735/54821/51512/3364/10524/3796/11004/57082/22919/4172/4175/4176/84515/9656/4193/4194/54820/81565/7468/25936/83540/23279/348995/4928/23595/5000/23594/5048/51230/51588/9088/5347/5501/5515/5516/5518/5519/5525/5527/5528/5529/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5884/5883/5903/5905/5932/83695/116028/165918/9025/6118/81929/151648/151246/147841/57551/7157/7158/7314/7316/11065/7321/7324/7334/27338/7336/7465/7514/7529/7531/7532/7533/10971/7534/25946/9183",143
"R-HSA-8950505","R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","24/4633","38/11146",0.631578947368421,1.51944289820169,2.70515605154872,0.00585587721823812,0.0229414269712089,0.0141938045993232,"9049/302/375/829/998/1072/1265/3181/9987/3185/3313/3586/3936/4001/4478/4507/5062/27250/5306/5908/6175/6627/6648/6950",24
"R-HSA-5674135","R-HSA-5674135","MAP2K and MAPK activation","25/4633","40/11146",0.625,1.50361536801209,2.69110586544577,0.00602502410453985,0.0234338677912151,0.0144984765268659,"60/71/408/673/22866/1445/2266/2335/54756/8826/3845/8844/283455/8649/5604/5594/5595/4140/4893/5894/5906/5908/7094/7414/7529",25
"R-HSA-9013420","R-HSA-9013420","RHOU GTPase cycle","25/4633","40/11146",0.625,1.50361536801209,2.69110586544577,0.00602502410453985,0.0234338677912151,0.0144984765268659,"257106/8874/998/1213/9231/667/1969/9815/2885/8826/50618/4646/4690/5058/5062/5063/10298/79834/5295/5296/6711/8239/81839/11180/11060",25
"R-HSA-9664323","R-HSA-9664323","FCGR3A-mediated IL10 synthesis","25/4633","40/11146",0.625,1.50361536801209,2.69110586544577,0.00602502410453985,0.0234338677912151,0.0144984765268659,"107/108/109/112/113/115/10768/801/805/808/1385/2534/3586/3708/3709/3710/4067/5335/5566/5567/5573/5576/5577/5613/7525",25
"R-HSA-159234","R-HSA-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","26/4633","42/11146",0.619047619047619,1.48929522165007,2.679393753877,0.0061620871815946,0.0237977818322848,0.0147236292515145,"8086/10189/53981/1977/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/10482/9883/8480/5903/81929/8189/7175/55339",26
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","26/4633","42/11146",0.619047619047619,1.48929522165007,2.679393753877,0.0061620871815946,0.0237977818322848,0.0147236292515145,"207/208/607/283149/8945/25776/57680/1487/1499/56998/8085/51176/26108/90780/6659/55553/6662/83439/6934/7090/7091/7314/7316/331/7514/7534",26
"R-HSA-9759194","R-HSA-9759194","Nuclear events mediated by NFE2L2","53/4633","97/11146",0.54639175257732,1.3145008578085,2.62377664582039,0.00618142857161009,0.0237977818322848,0.0147236292515145,"4363/8714/10061/571/596/598/8945/6347/1029/1387/8454/2033/2539/2729/2730/2932/2936/3417/9817/4097/7975/4609/4780/4790/4851/5154/5226/5563/5685/5686/5688/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/9491/6500/23657/6667/8878/7295/7296/7314/7316",53
"R-HSA-9013418","R-HSA-9013418","RHOBTB2 GTPase cycle","16/4633","23/11146",0.695652173913043,1.67358927917867,2.72727394298368,0.00619212988343134,0.0237977818322848,0.0147236292515145,"71/908/11140/8452/3183/3320/3326/124540/4646/55023/27316/10250/11329/29766/6434/5756",16
"R-HSA-9013422","R-HSA-9013422","RHOBTB1 GTPase cycle","16/4633","23/11146",0.695652173913043,1.67358927917867,2.72727394298368,0.00619212988343134,0.0237977818322848,0.0147236292515145,"9318/79869/8452/3183/4646/8654/5930/27316/9886/6093/9475/23013/10250/11329/6434/7431",16
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","62/4633","116/11146",0.53448275862069,1.2858503836793,2.6101211470234,0.00625248032504344,0.0239161067752253,0.0147968366034996,"351/1386/8945/841/1147/1385/8454/1845/1846/1848/1849/23291/2266/2353/3551/3654/51135/3725/5604/5606/6416/5609/4214/6885/1326/5594/5602/1432/5595/5598/5599/5601/4205/4208/4615/9683/4790/28512/79671/387522/57162/246330/5515/5516/5518/5519/5528/8767/6196/6197/9252/6279/6500/23118/257397/79155/7157/7314/7316/7334/7335/9097",62
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","62/4633","116/11146",0.53448275862069,1.2858503836793,2.6101211470234,0.00625248032504344,0.0239161067752253,0.0147968366034996,"351/1386/8945/841/1147/1385/8454/1845/1846/1848/1849/23291/2266/2353/3551/3654/51135/3725/5604/5606/6416/5609/4214/6885/1326/5594/5602/1432/5595/5598/5599/5601/4205/4208/4615/9683/4790/28512/79671/387522/57162/246330/5515/5516/5518/5519/5528/8767/6196/6197/9252/6279/6500/23118/257397/79155/7157/7314/7316/7334/7335/9097",62
"R-HSA-8854214","R-HSA-8854214","TBC/RABGAPs","28/4633","46/11146",0.608695652173913,1.46439061928134,2.66183733534505,0.0063510878733759,0.0242359909884958,0.0149947481816794,"382/26088/23062/23163/8766/11021/5867/5868/5869/5878/7879/4218/51762/9135/23637/27342/54662/57533/64786/125058/79735/55357/128637/57465/4943/51256/7248/8408",28
"R-HSA-186797","R-HSA-186797","Signaling by PDGF","34/4633","58/11146",0.586206896551724,1.41028751758375,2.64214312669533,0.00641164600400467,0.0244095134928931,0.0151021061295565,"1281/1282/1284/1287/1289/1290/50509/1291/1297/1398/1399/5045/2885/3845/4690/4893/5154/5155/56034/80310/5156/5290/5291/5295/5296/5335/5782/2889/5921/6654/6772/6774/6777/7057",34
"R-HSA-5654736","R-HSA-5654736","Signaling by FGFR1","31/4633","52/11146",0.596153846153846,1.4342177356423,2.64695035974714,0.0064599771101179,0.0245357816060347,0.0151802279014631,"3730/673/867/8817/2247/2250/2254/2260/23768/23767/10818/2549/10755/2885/3845/5594/5595/8569/4893/5290/5295/5335/5515/5516/5518/6464/6654/161742/7049/7314/7316",31
"R-HSA-195721","R-HSA-195721","Signaling by WNT","160/4633","331/11146",0.483383685800604,1.16291702178578,2.53774420521664,0.00677390579916609,0.0256678678759971,0.0158806469000541,"26523/27161/192669/192670/207/208/139285/160/163/1173/1175/8313/607/283149/8945/801/805/808/815/857/25776/440193/79577/57680/1211/1213/1387/1452/1455/1457/1487/1488/1499/56998/8454/8452/23002/51339/27123/1857/2033/23401/2535/7976/8322/8323/8325/2775/2782/2783/59345/10681/55970/54331/2787/2932/23072/3708/3709/3710/10524/59349/8085/3845/83999/51176/55366/4040/6885/4343/4609/4772/51701/23236/64840/5515/5516/5518/5519/5525/5527/5528/5529/5530/5532/5534/144165/5579/5592/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/26108/90780/5879/387/81847/54894/4919/340419/84870/864/6259/23513/6500/6597/57154/64750/6659/55553/6662/83439/6934/7090/7091/50999/8658/80351/27327/23112/57690/8295/7314/7316/9736/9101/57216/9559/51699/55737/11197/7480/7482/89780/54361/7474/81029/7476/7483/331/7514/7534/84133/54764",160
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","17/4633","25/11146",0.68,1.63593352039715,2.68466715078134,0.00683791203283054,0.0257896076203259,0.0159559669812829,"207/208/10000/1026/1027/1147/1385/2308/2309/2932/79109/4193/2475/3164/5170/253260/6199",17
"R-HSA-9013508","R-HSA-9013508","NOTCH3 Intracellular Domain Regulates Transcription","17/4633","25/11146",0.68,1.63593352039715,2.68466715078134,0.00683791203283054,0.0257896076203259,0.0159559669812829,"1387/2033/3280/23462/23493/10320/8850/9794/55534/10046/4851/4854/5087/23129/3516/6772/23286",17
"R-HSA-156711","R-HSA-156711","Polo-like kinase mediated events","12/4633","16/11146",0.75,1.8043384416145,2.71538792206685,0.00705233843073443,0.0264749039000657,0.0163799581087519,"891/993/1063/2033/2305/132660/286826/4605/9088/5347/5928/7465",12
"R-HSA-1660516","R-HSA-1660516","Synthesis of PIPs at the early endosome membrane","12/4633","16/11146",0.75,1.8043384416145,2.71538792206685,0.00705233843073443,0.0264749039000657,0.0163799581087519,"9896/3631/22876/54893/54545/8898/9110/55300/5286/5289/200576/55697",12
"R-HSA-1168372","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","46/4633","83/11146",0.55421686746988,1.33332639862277,2.57070917445569,0.00733422458498376,0.0274693874502401,0.0169952426421042,"8915/8945/801/805/808/1147/8454/23291/2280/3551/3845/10892/6885/4772/4773/4775/4790/4893/5530/5532/5534/5579/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/10125/5966/6500/7314/7316",46
"R-HSA-3000170","R-HSA-3000170","Syndecan interactions","18/4633","27/11146",0.666666666666667,1.60385639254623,2.64949639282223,0.00739954023204554,0.0275863043673956,0.0170675788519896,"8573/1277/1278/1281/1289/1290/50509/2247/2335/3673/3655/3685/3691/6382/6383/6385/7057/3371",18
"R-HSA-76066","R-HSA-76066","RNA Polymerase III Transcription Initiation From Type 2 Promoter","18/4633","27/11146",0.666666666666667,1.60385639254623,2.64949639282223,0.00739954023204554,0.0275863043673956,0.0170675788519896,"55814/27297/2976/9330/9329/9328/9533/51082/5437/5441/11128/661/55718/10621/10622/171568/51728/6908",18
"R-HSA-72203","R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","139/4633","285/11146",0.487719298245614,1.17334757138908,2.50026437059308,0.00761262775799635,0.0283154752010071,0.0175187150583292,"8086/22985/10189/10286/51759/22794/55749/51362/988/26097/10978/53981/11052/79869/1477/1478/1479/10283/51428/9879/1655/1665/1659/1660/22826/9343/1977/2521/84248/2733/3178/3181/220988/3183/3184/3185/3187/3188/3190/3191/4670/10236/3192/3312/23658/51747/57721/4236/55706/79576/84081/11051/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/10482/8106/10914/5093/5094/5356/5411/5430/5431/5433/5437/5441/9883/9360/10465/51645/23759/85313/23398/55660/10594/5725/22827/8480/5903/8241/55696/58517/9584/10179/27316/10921/163859/81929/7536/8175/10946/23451/10992/23450/55234/79753/23020/154007/6627/6628/6629/6631/6632/6634/10250/23524/6426/10772/9295/6427/6430/6431/6432/8683/25949/8189/10915/57187/8563/7175/6434/11338/23350/51729/55339/9589/9877/85437",139
