Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
mRNA surveillance pathway	57/98	4.807865695591e-05	0.000170412128543725	0	0	2.25612327551847	22.4318941750084	HBS1L;SMG1;PPP2R2A;CASC3;MSI2;NXT2;SMG7;SMG6;GLE1;PPP1CB;PNN;PPP1CC;PPP2R1B;CLP1;PPP2R1A;PPP2R5E;PAPOLG;PABPC4L;PAPOLA;PELO;UPF2;UPF1;PABPC4;SSU72;PPP2R5A;PPP2R5D;PPP2R5C;SRRM1;WDR33;DDX19B;WDR82;PABPC3;ETF1;PABPC1;RNMT;CSTF3;CSTF2;GSPT1;PPP2CA;NXF1;PPP2CB;PABPN1;CSTF1;SYMPK;CPSF7;CPSF6;RNGTT;FUS;ALYREF;CPSF2;NUDT21;PPP2R2C;PPP2R2B;PPP2R2D;ACIN1;RNPS1;TARDBP
Circadian rhythm	23/31	5.10596554686925e-05	0.000178989341697944	0	0	4.657258593545	46.0254320720179	PRKAA1;PRKAB2;PRKAA2;FBXW11;BHLHE41;CUL1;RORC;PRKAG2;RORA;CSNK1D;RORB;PRKAB1;NPAS2;PER2;PER1;CREB1;PER3;BHLHE40;CRY2;FBXL3;BTRC;CLOCK;SKP1
Phospholipase D signaling pathway	80/148	6.34042300472684e-05	0.000219847275924768	0	0	1.9108121768205	18.4698722443145	DGKE;ARF1;CXCL8;DGKA;PIK3CB;GRM1;GRM5;GRM4;GRM7;AKT2;AKT3;AKT1;PDGFRA;MAP2K1;SPHK2;F2R;GAB1;PLA2G4A;RRAS2;TSC1;AVPR1A;DNM1;RHOA;DNM3;ADCY9;MRAS;PLCB4;PIK3CA;KIT;PLPP3;RAF1;PLCB1;SOS1;SOS2;DGKI;RAPGEF3;DGKH;ARF6;RAPGEF4;SHC4;AGPAT5;RALB;SHC1;LPAR1;PDGFB;PDGFA;PIK3R3;ADCY3;LPAR3;PIK3R2;ADCY2;PIK3R1;ADCY1;AGPAT1;ADCY7;AGPAT2;ADCY6;AGPAT3;EGFR;CYTH3;GNA13;CYTH2;NRAS;PDGFD;PDGFC;GNA12;MAPK1;FYN;PIP5K1C;PLCG1;RALGDS;CYTH1;MAPK3;INSR;MTOR;LPAR6;RHEB;GNAS;GRB2;KRAS
Prolactin signaling pathway	43/70	6.91941263226315e-05	0.000237343293515263	0	0	2.58267317567502	24.7383792790072	SHC4;GSK3B;SHC1;PIK3R3;PIK3R2;PIK3CB;PIK3R1;TNFRSF11A;FOXO3;MAPK9;SOCS3;MAPK8;NRAS;CCND2;CCND1;AKT2;AKT3;AKT1;MAPK1;SOCS6;SOCS7;SOCS4;MAPK3;SOCS5;STAT5B;MAP2K1;STAT1;STAT3;FOS;MAPK14;PRLR;ESR1;NFKB1;MAPK13;MAPK10;PIK3CA;ELF5;IRF1;GRB2;KRAS;RAF1;SOS1;SOS2
C-type lectin receptor signaling pathway	59/104	9.5680640840674e-05	0.000324703451363564	0	0	2.1275741863667	19.689623755077	CBLB;PIK3CB;IKBKB;PPP3CA;PPP3CB;CASP8;PPP3CC;AKT2;AKT3;AKT1;IL12A;IL10;ARHGEF12;CHUK;KSR1;PRKCD;RRAS2;RHOA;MRAS;PIK3CA;IRF1;RAF1;IRF9;ITPR1;ITPR2;PIK3R3;ITPR3;PIK3R2;BCL10;PIK3R1;PTGS2;MALT1;MAPK9;PPP3R1;MAPK8;NRAS;PAK1;NLRP3;MAPK1;MAPK3;JUN;EGR3;STAT1;STAT2;NFATC3;NFATC2;NFATC1;MAPK14;NFKB1;MAPK13;MAPK10;CYLD;IL6;MDM2;CALM3;KRAS;CALM1;CALM2;MAP3K14
Viral carcinogenesis	104/203	0.000104126445322409	0.000349645642714195	0	0	1.70733190544887	15.6560706541077	RB1;ATF2;GTF2B;HDAC11;UBE3A;RBPJ;CDC20;CCND3;CCND2;CCND1;CHEK1;CREB3L2;EP300;PRKACA;SKP2;PRKACB;USP7;SCRIB;ACTN4;HLA-A;CCNE2;CCNE1;VDAC3;TBPL1;ATP6V0D1;IL6ST;TP53;PXN;UBR4;PIK3R3;PIK3R2;PIK3R1;SCIN;PMAIP1;LYN;STAT5B;CREBBP;JUN;EGR3;EIF2AK2;NFKB1;DLG1;HNRNPK;CDK6;CDK4;CDK2;REL;CDK1;MDM2;GRB2;YWHAE;CDKN1A;CDKN1B;DDX3X;YWHAB;CHD4;PIK3CB;CASP8;YWHAQ;CASP3;RAC1;CCR5;JAK3;YWHAG;JAK1;YWHAH;TBP;YWHAZ;RHOA;DDB1;CCNA2;RBL2;KAT2B;CREB1;PKM;RBL1;IRF3;PIK3CA;TRAF3;RASA2;TRAF5;IRF9;CREB5;HDAC4;GTF2A1;VAC14;HDAC2;SRF;HDAC9;HDAC7;CDC42;NRAS;MAPK1;MAPK3;RANBP1;CDKN2B;GSN;CDKN2A;STAT3;GTF2H1;GTF2H3;DNAJA3;KRAS;LTBR
Inositol phosphate metabolism	44/73	0.000108592922124457	0.000360845230809394	0	0	2.46040221567943	22.4583160291752	IPPK;PI4K2B;MTMR1;ISYNA1;MTMR2;MTMR3;MTMR14;PTEN;PIK3CB;PIK3C2A;MTMR4;MTMR6;PIK3C2B;INPP5B;INPP5A;INPP5F;IMPA2;INPP5E;INPP5J;PIP4K2A;PIP4K2B;PIP4K2C;PIP5K1C;PLCG1;CDIPT;SACM1L;IPMK;ITPK1;OCRL;SYNJ2;INPP4A;ITPKB;FIG4;ALDH6A1;PIKFYVE;PLCB4;PIK3CA;SYNJ1;PI4KA;PIK3C3;PLCH1;PI4KB;PLCB1;PLCD3
Regulation of lipolysis in adipocytes	35/55	0.000116913629342088	0.000384489152166247	0	0	2.83656373193167	25.6824610733673	IRS1;PDE3B;PTGER3;IRS4;GNAI3;ADCY3;PIK3R3;IRS2;ADCY2;ADRB1;PIK3R2;PIK3CB;ABHD5;ADCY1;ADRB2;PIK3R1;PTGS2;ADCY7;ADCY6;GNAI1;GNAI2;AKT2;AKT3;AKT1;PRKACA;PRKACB;PRKG1;INSR;NPY1R;PLAAT3;ADCY9;PIK3CA;GNAS;MGLL;PNPLA2
Glucagon signaling pathway	60/107	0.000131089735351015	0.000426459462805822	0	0	2.07150170409122	18.5184556024854	ATF2;PYGB;CRTC2;PDE3B;SLC2A1;PRKAG2;PPP3CA;PPP3CB;PPP3CC;AKT2;AKT3;CREB3L2;AKT1;EP300;PRKACA;PRKACB;CPT1A;PRKAB2;PGAM1;PHKA1;PPP4R3A;PPP4R3B;PRKAB1;SIRT1;CREB1;PKM;PLCB4;SIK1;SIK2;PLCB1;PPARA;CREB5;CAMK2D;PRKAA1;PRKAA2;CAMK2A;ITPR1;ITPR2;ITPR3;ADCY2;PDHB;ACACA;FOXO1;LDHB;LDHA;PPP3R1;PPP4C;PPARGC1A;CAMK2G;PCK2;CREBBP;G6PC2;PFKL;GNAQ;GNAS;CALM3;CALM1;CALM2;PFKM;PFKP
RNA transport	96/186	0.000132349488456979	0.000426459462805822	0	0	1.73303307281318	15.4760971111087	EIF4A2;CYFIP1;EIF4A1;POP7;NUP188;FMR1;GEMIN2;RPP30;PHAX;CASC3;NXT2;GLE1;PNN;XPO1;SUMO1;SUMO3;NUP62;XPO5;PABPC4L;NUP214;NDC1;UPF2;EIF5B;UPF1;NUP210;EIF1AX;PABPC4;ELAC1;THOC2;TRNT1;THOC5;RANGAP1;SENP2;SRRM1;EEF1A1;DDX19B;CLNS1A;NUP50;GEMIN4;GEMIN5;PABPC3;NUP98;PABPC1;GEMIN8;RPP25;EIF4E2;KPNB1;NUP58;POM121;SEH1L;NMD3;AAAS;NUP160;FXR1;NXF1;POM121C;TGS1;TPR;EIF4EBP1;EIF4EBP2;NUP88;NUP43;RPP14;EIF4E;RAE1;EIF4B;PAIP1;EIF2B5;RANBP2;EIF2B2;UBE2I;NUP155;FUS;ALYREF;NUP153;EIF2S2;EIF2S1;EIF1;EIF2S3;EIF5;XPOT;EIF3I;EIF3J;TACC3;ACIN1;NUP35;RNPS1;EIF3E;EIF3F;EIF3C;TARDBP;EIF4G3;EIF4G2;EIF3A;RAN;EIF4G1
Melanogenesis	57/101	0.000151170414812048	0.000482233623250434	0	0	2.10178451622179	18.4896144160741	GSK3B;WNT2B;FZD10;EDNRB;CREB3L2;EP300;PRKACA;PRKACB;MAP2K1;EDN1;WNT5B;PRKCB;WNT5A;MITF;WNT9A;ADCY9;CREB1;PLCB4;KIT;RAF1;PLCB1;CAMK2D;CAMK2A;LEF1;GNAI3;ADCY3;ADCY2;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;NRAS;DVL3;MAPK1;CAMK2G;WNT4;MAPK3;WNT10B;TCF7L2;CREBBP;FZD3;TCF7L1;FZD2;FZD4;WNT3A;FZD6;FZD8;WNT7A;GNAO1;GNAQ;GNAS;CTNNB1;CALM3;KRAS;CALM1;CALM2
N-Glycan biosynthesis	32/50	0.000194714861564984	0.000614990503358711	0	0	2.88092006363384	24.6145070356499	B4GALT2;DPAGT1;B4GALT3;B4GALT1;RPN2;FUT8;GANAB;MAN1A2;MAN2A1;MGAT5;MGAT5B;MAN1C1;MAN1A1;MGAT1;MGAT2;ALG8;ST6GAL1;ALG9;ST6GAL2;SRD5A3;ALG2;ALG13;ALG3;DDOST;DPM1;DPM3;DOLPP1;MGAT4A;MGAT4B;STT3A;STT3B;ALG10B
Hedgehog signaling pathway	35/56	0.000197566650021693	0.000617880013303138	0	0	2.70127025843189	23.0403079038107	GSK3B;HHIP;CUL3;IHH;CUL1;ARRB1;LRP2;GLI3;GLI2;CCND2;CCND1;KIF3A;SPOP;BTRC;PRKACA;PRKACB;CDON;CSNK1G3;SMURF2;FBXW11;CSNK1A1;SMURF1;PTCH1;PTCH2;CSNK1D;DISP1;MOSMO;SMO;GPR161;BCL2;GAS1;SPOPL;MEGF8;CSNK1G2;CSNK1G1
cAMP signaling pathway	108/216	0.000264540422479593	0.000819304803601845	0	0	1.62491707575959	13.3852812102428	CHRM2;HHIP;PPP1CB;PPP1CC;AKT2;AKT3;CREB3L2;AKT1;EP300;SOX9;PRKACA;PRKACB;MAP2K1;F2R;NPY1R;ATP1B3;ATP1B2;ATP1B1;TIAM1;ADCYAP1;ADCY9;RAF1;GRIA1;GRIA2;ADCYAP1R1;PIK3R3;PIK3R2;ADRB1;PIK3R1;ADRB2;CACNA1C;SLC9A1;RAP1B;GRIN2A;RAP1A;DRD1;GRIA3;CREBBP;JUN;BDNF;PTCH1;HTR1B;BRAF;NFATC1;GRIN2B;NFKB1;AFDN;PDE3A;GNAS;CALM3;CALM1;CALM2;RYR2;PDE3B;ATP2A2;PIK3CB;GLI3;PDE4B;PDE4A;RAC1;VAV3;ABCC4;EDN1;PPP1R12A;PDE4D;RRAS2;FOS;RHOA;VAV2;CREB1;PIK3CA;ACOX1;ACOX3;PPARA;RAPGEF3;RAPGEF4;CNGB1;CREB5;CAMK2D;ROCK1;ROCK2;PTGER3;CAMK2A;GNAI3;ADCY3;ADCY2;ATP1A2;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;MAPK9;PAK1;MAPK8;MAPK1;CAMK2G;MAPK3;GABBR2;GABBR1;ATP2B4;ATP2B3;ATP2B2;ATP2B1;MAPK10;PDE10A;VIP;HCN2
PD-L1 expression and PD-1 checkpoint pathway in cancer	50/89	0.000433842962090804	0.00133072985487468	0	0	2.07896558126973	16.097072763681	PTEN;PIK3CB;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT2;AKT3;AKT1;JAK1;MAP2K3;MAP2K1;CHUK;CSNK2A1;IFNGR1;IFNGR2;FOS;EML4;PIK3CA;PRKCQ;RAF1;CD274;PIK3R3;PIK3R2;PIK3R1;HIF1A;RASGRP1;EGFR;NRAS;PPP3R1;MAPK1;PLCG1;MAPK3;MAP3K3;JUN;STAT1;STAT3;NFATC3;NFATC2;NFATC1;MAPK14;MTOR;NFKB1;MAPK13;RPS6KB1;RPS6KB2;CD28;KRAS;PTPN6;MYD88
Platelet activation	66/124	0.000472352313912408	0.00143505131560055	0	0	1.84630398878935	14.1385997718459	GUCY1B1;SNAP23;PIK3CB;ACTB;ARHGAP35;MYLK3;ACTG1;MYLK;MYLK4;PPP1CB;PPP1CC;AKT2;AKT3;AKT1;PRKACA;PRKACB;PRKG1;GUCY1A2;GUCY1A1;ARHGEF12;PPP1R12A;ITGA2;F2R;FGG;PLA2G4A;RHOA;VAMP8;ADCY9;PLCB4;PIK3CA;TLN2;TLN1;PLCB1;ROCK1;ROCK2;ITPR1;GNAI3;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R2;ADCY2;PIK3R1;ADCY1;RASGRP1;ADCY7;MYL12A;ADCY6;GNAI1;GNAI2;RAP1B;GNA13;RAP1A;P2RY1;MAPK1;FYN;MAPK3;LYN;MAPK14;MAPK13;COL1A1;COL3A1;COL1A2;GNAQ;GNAS
Adipocytokine signaling pathway	40/69	0.000678032691725063	0.0020224370154888	0	0	2.23555283502233	16.3112978026271	PRKAA1;PRKAA2;IRS1;IRS4;SLC2A1;PRKAG2;IRS2;SLC2A4;ADIPOR1;ADIPOR2;CAMKK2;IKBKB;MAPK9;SOCS3;STK11;MAPK8;RXRA;AKT2;AKT3;LEPR;AKT1;PPARGC1A;PCK2;CPT1A;PRKAB2;CHUK;ACSL1;STAT3;ACSL6;ACSL5;ACSL4;ACSL3;TNFRSF1B;PRKAB1;MTOR;NFKB1;MAPK10;G6PC2;PRKCQ;PPARA
Epstein-Barr virus infection	100/202	0.000678372290461762	0.0020224370154888	0	0	1.59214646759963	11.6160049974505	RB1;RBPJ;ICAM1;CCND3;PSMD7;TBK1;CCND2;CCND1;AKT2;MYC;AKT3;AKT1;SKP2;B2M;MAP3K7;IFNAR2;MAP2K3;MAP2K4;ENTPD1;USP7;TAP2;HLA-A;RUNX3;CCNE2;CCNE1;TP53;IFNAR1;PSMD12;PSMD11;PSMD14;PIK3R3;PIK3R2;PIK3R1;BCL2L11;IRAK1;FADD;MAP2K7;LYN;JUN;EIF2AK2;NFKB1;IL6;MAVS;CDK6;CDK4;CDK2;BCL2;MDM2;CYCS;TAB2;CALR;MAP3K14;MYD88;CDKN1A;CDKN1B;TNFAIP3;PIK3CB;IKBKB;CASP8;SIN3A;CASP3;BLNK;RAC1;POLK;JAK3;JAK1;APAF1;CHUK;TYK2;IRAK4;TAPBP;NCOR2;CCNA2;IRF3;PIK3CA;OAS2;TRAF3;OAS3;TRAF5;CD44;IRF9;HDAC2;MAPK9;MAPK8;SAP30L;E2F1;E2F2;E2F3;HES1;BID;STAT1;STAT2;STAT3;MAPK14;MAPK13;MAPK10;NEDD4;PSMC2;FAS;VIM
Adrenergic signaling in cardiomyocytes	77/150	0.000714848755217154	0.00211145141587289	0	0	1.71181108633323	12.3994001570754	ATF2;RYR2;ATP2A2;PPP2R2A;SLC8A1;SLC8A2;PPP1CB;PPP1CC;RPS6KA5;PPP2R1B;PPP2R1A;PPP2R5E;AKT2;AKT3;CREB3L2;AKT1;SCN5A;PRKACA;PRKACB;TPM4;TPM3;CACNA2D1;TPM2;PPP2R5A;ATP1B3;PPP2R5D;ATP1B2;PPP2R5C;ATP1B1;CACNB2;ADCY9;CACNB4;CREB1;PLCB4;PLCB1;SCN4B;RAPGEF3;CREB5;RAPGEF4;KCNE1;CAMK2D;CAMK2A;CREM;GNAI3;ADCY3;ADRB1;ADCY2;ATP1A2;ADRB2;CACNA1C;ADCY1;ADCY7;ADCY6;GNAI1;SLC9A1;GNAI2;PPP2CA;PPP2CB;MAPK1;CAMK2G;CACNG4;MAPK3;ATP2B4;ATP2B3;ATP2B2;ATP2B1;MAPK14;MAPK13;PPP2R2C;PPP2R2B;GNAQ;PPP2R2D;BCL2;GNAS;CALM3;CALM1;CALM2
Fc gamma R-mediated phagocytosis	53/97	0.000733417423435464	0.00214642346858636	0	0	1.95326120797011	14.0982400461604	ARPC1B;ARPC1A;ARPC5L;PIK3CB;CRKL;AKT2;CFL2;AKT3;CFL1;AKT1;RAC1;ACTR3;VAV3;ACTR2;MAP2K1;PRKCB;SPHK2;PRKCE;PRKCD;PLA2G4A;VAV2;PIK3CA;AMPH;PLPP3;RAF1;CRK;DOCK1;ARF6;PIK3R3;PIK3R2;ASAP1;PIK3R1;ASAP2;CDC42;PAK1;SCIN;MAPK1;PIP5K1C;PLCG1;WASF1;WASF2;WASF3;MAPK3;LYN;MARCKSL1;GSN;MYO10;LIMK1;ARPC5;MARCKS;ARPC2;RPS6KB1;RPS6KB2
Apoptosis	73/142	0.000918058141633743	0.00266236861073785	0	0	1.71661805124907	12.0047389023447	HRK;FASLG;CTSV;PIK3CB;ACTB;CTSS;ACTG1;BBC3;LMNB1;IKBKB;PIDD1;CASP8;TUBA1A;CASP6;AKT2;CASP3;AKT3;CAPN2;TNFSF10;AKT1;CASP2;CTSD;CTSC;MAP3K5;MAP2K1;APAF1;CHUK;PARP1;PDPK1;FOS;NGF;ERN1;PIK3CA;BIRC5;BIRC6;RAF1;TP53;BIRC3;BECN1;DIABLO;ITPR1;HTRA2;ITPR2;PIK3R3;XIAP;ITPR3;PIK3R2;PIK3R1;MAPK9;MAPK8;NRAS;BCL2L11;LMNA;PMAIP1;MAPK1;FADD;BID;MCL1;MAPK3;JUN;DAB2IP;TNFRSF10B;CFLAR;PTPN13;EIF2S1;NFKB1;MAPK10;BCL2;CYCS;FAS;KRAS;MAP3K14;BCL2L1
Transcriptional misregulation in cancer	95/192	0.000929199101669571	0.00267040102191525	0	0	1.59010036184884	11.1007888078035	CDKN1A;CCNT2;CDKN1B;CXCL8;FLT1;CCNT1;JMJD1C;SIX1;BMI1;AFF1;IGF1R;ELK4;HOXA10;HOXA9;CCND2;SIX4;PLAU;SIN3A;MYC;POLK;KDM6A;SS18;MEF2C;IGFBP3;LMO2;PAX3;MITF;ETV1;PAX5;ETV4;MMP9;RUNX2;DUSP6;RUNX1;TGFBR2;CCNA2;MAF;MYCN;NCOR1;ZEB1;BMP2K;COMMD3-BMI1;PPARG;ERG;TP53;MET;BIRC3;DDX5;CEBPB;HDAC2;SLC45A3;KMT2A;HPGD;DOT1L;PDGFA;TMPRSS2;MLLT1;MLLT3;FOXO1;FUT8;RXRA;NSD2;GRIA3;RUNX1T1;SMAD1;ARNT2;TAF15;BCL11B;JUP;EYA1;FUS;ZBTB16;PBX3;HMGA2;IGF1;KLF3;FLI1;NFKB1;PBX1;PTK2;PML;CDK9;PER2;IL6;MEIS1;NR4A3;BCL6;SP1;WT1;IL2RB;MDM2;REL;TCF3;CDK14;BCL2L1
Type II diabetes mellitus	28/46	0.00152659709707739	0.00434807566042578	0	0	2.51948127725993	16.338115864522	IRS1;IRS4;PIK3R3;IRS2;PIK3R2;CACNA1C;PIK3CB;PIK3R1;SLC2A4;CACNA1E;HK2;CACNA1G;HK1;IKBKB;MAPK9;SOCS3;MAPK8;MAPK1;SOCS4;MAPK3;ABCC8;INSR;PRKCE;PRKCD;MTOR;MAPK10;PKM;PIK3CA
Vasopressin-regulated water reabsorption	27/44	0.00155476241799456	0.0043891080649581	0	0	2.57228236529582	16.6334903655565	DCTN5;RAB5B;RAB5C;DCTN2;DCTN1;DCTN4;ADCY3;AQP4;AQP3;ADCY6;ARHGDIA;CREB3L2;STX4;PRKACA;PRKACB;DYNC1I1;DYNC2H1;NSF;DYNC1H1;DYNLL2;RAB11A;DYNC1LI2;ADCY9;CREB1;GNAS;RAB5A;CREB5
Gastric acid secretion	42/76	0.00186628890541145	0.00522233474408995	0	0	2.00184911528731	12.5792262018403	CAMK2D;CAMK2A;GNAI3;ITPR1;ADCY3;ITPR2;ADCY2;ATP1A2;ITPR3;SLC4A2;ADCY1;ADCY7;ACTB;MYLK3;ADCY6;GNAI1;ACTG1;MYLK;MYLK4;GNAI2;SLC9A1;CA2;PRKACA;PRKACB;CAMK2G;KCNJ2;KCNK10;PRKCB;KCNJ15;ATP1B3;ATP1B2;ATP1B1;ADCY9;PLCB4;GNAQ;GNAS;CALM3;EZR;PLCB1;CALM1;CALM2;KCNK2
Endocrine and other factor-regulated calcium reabsorption	31/53	0.00217062139367075	0.00602111499635625	0	0	2.2824163622036	13.997470220113	PTH;CLTC;CLTA;AP2A1;ATP1A2;SLC8A1;ADCY6;SLC8A2;BDKRB2;AP2S1;PRKACA;PRKACB;AP2M1;PRKCB;ATP2B4;ATP2B3;ATP1B3;ATP2B2;ATP1B2;AP2B1;ATP2B1;ATP1B1;ESR1;DNM1;RAB11A;DNM3;ADCY9;PLCB4;GNAQ;GNAS;PLCB1
Arrhythmogenic right ventricular cardiomyopathy	42/77	0.00260331014056019	0.00710477527982992	0	0	1.94449559384453	11.5716378855668	RYR2;ITGB4;LEF1;ATP2A2;CACNA1C;ACTB;SLC8A1;ACTG1;SLC8A2;GJA1;SGCD;CDH2;SGCB;LMNA;DAG1;CTNNA1;ITGB8;ITGAV;CTNNA3;DMD;ITGB6;CTNNA2;EMD;CACNG4;DSP;TCF7L2;TCF7L1;ITGA4;JUP;CACNA2D1;ITGA2;ITGA1;CACNB2;CACNB4;ITGA11;ITGA8;CTNNB1;DSG2;ITGA6;ITGA5;DSC2;ITGA9
Ferroptosis	25/41	0.00260582667003166	0.00710477527982992	0	0	2.53014271653543	15.054362609513	STEAP3;TFRC;SLC40A1;SLC7A11;SAT1;PCBP1;PCBP2;SLC39A8;ATG7;ATG5;PRNP;ACSL1;NCOA4;SLC11A2;ACSL6;ACSL5;ACSL4;ACSL3;SLC39A14;GCLC;LPCAT3;VDAC3;GCLM;TP53;FTL
Thyroid cancer	23/37	0.00268998099544621	0.00727206726735035	0	0	2.65999737601679	15.7424527304405	TCF7L2;CDKN1A;MAP2K1;TCF7L1;TPM3;LEF1;NCOA4;BRAF;NRAS;RXRA;CCND1;TFG;CDH1;MYC;TPR;CCDC6;MAPK1;CTNNB1;KRAS;PPARG;POLK;TP53;MAPK3
Renin secretion	38/69	0.00326122438372813	0.00874227376814517	0	0	1.98591280526849	11.3706467697619	PTGER4;ADCYAP1R1;GUCY1B1;PDE1C;PDE1A;PDE3B;GNAI3;ITPR1;ITPR2;ADRB1;ITPR3;ADRB2;CACNA1C;ADCY6;GNAI1;GNAI2;PPP3CA;PPP3CB;PPP3R1;PPP3CC;CLCA1;PRKACA;PRKACB;KCNJ2;GUCY1A2;EDN1;GUCY1A1;ADCYAP1;CREB1;PLCB4;GNAQ;KCNMA1;GNAS;PDE3A;CALM3;PLCB1;CALM1;CALM2
Morphine addiction	48/91	0.00334505932551607	0.00889228270699688	0	0	1.80908620599931	10.3122813651568	GABRB3;GABRB2;PDE1C;PDE1A;PDE3B;GNAI3;ADCY3;ARRB1;ADCY2;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;GNG2;GNG5;GRK5;PDE4B;PDE4A;DRD1;PDE8B;PRKACA;PDE8A;PRKACB;KCNJ3;GABBR2;GABRA1;GABRP;GABBR1;KCNJ6;PRKCB;PDE4D;GABRA4;PDE2A;OPRM1;GNG12;GABRG1;GNAO1;ADCY9;PDE10A;GNB2;GNB1;GNAS;GNB4;PDE3A;GNB5;PDE7B;PDE7A
Inflammatory mediator regulation of TRP channels	51/98	0.00366434061766143	0.00966053435565286	0	0	1.75868967101687	9.86467832144838	HTR2C;IL1RAP;HTR2A;PIK3CB;PPP1CB;PPP1CC;BDKRB2;PRKACA;PRKACB;MAP2K3;IL1R1;PRKCB;PRKCE;PRKCD;PLA2G4A;NGF;ADCY9;PLCB4;PIK3CA;PRKCQ;PLCB1;PTGER4;CAMK2D;CAMK2A;ITPR1;ITPR2;PIK3R3;ADCY3;ITPR3;PIK3R2;ADCY2;PIK3R1;ADCY1;ADCY7;ADCY6;MAPK9;HRH1;MAPK8;PLCG1;CAMK2G;ASIC1;TRPV3;IGF1;MAPK14;MAPK13;MAPK10;GNAQ;GNAS;CALM3;CALM1;CALM2
Glutamatergic synapse	58/114	0.00393260360553652	0.0102827913948045	0	0	1.67895742717807	9.29882776886754	GRIK2;GRM1;GLS;PPP3CA;GRM5;PPP3CB;GRM4;PPP3CC;GRM7;DLGAP1;PRKACA;GLUL;PRKACB;SLC38A1;PRKCB;TRPC1;PLA2G4A;ADCY9;PLCB4;PLCB1;SHANK2;GRIA1;GRIA2;SLC1A1;ITPR1;SLC1A2;GNAI3;ITPR2;ADCY3;ITPR3;ADCY2;CACNA1C;ADCY1;ADCY7;ADCY6;GNAI1;GNAI2;GRIN2A;PPP3R1;GNG2;GNG5;MAPK1;SLC17A7;SLC38A2;GRIA3;KCNJ3;MAPK3;HOMER1;HOMER2;GNG12;GRIN2B;GNAO1;GNAQ;GNB2;GNB1;GNAS;GNB4;GNB5
IL-17 signaling pathway	49/94	0.00415877570980003	0.0107857678977741	0	0	1.76464220934995	9.67471187859547	CXCL6;GSK3B;CXCL8;HSP90AB1;TNFAIP3;CXCL1;CXCL2;ELAVL1;CXCL5;IKBKB;CASP8;TBK1;CASP3;MAP3K7;HSP90AA1;CHUK;MMP1;FOS;MMP9;TRAF4;TRAF3;TRAF5;S100A8;CEBPB;SRSF1;PTGS2;HSP90B1;MAPK9;MAPK8;MAPK7;CCL7;CCL2;MAPK1;FADD;MAPK6;MAPK4;MAPK3;USP25;JUN;JUND;MAPK14;NFKB1;MAPK13;FOSL1;MAPK10;IL6;FOSB;TAB3;TAB2
Notch signaling pathway	33/59	0.00427701307762767	0.0110029610626067	0	0	2.05574699866607	11.213072810238	NOTCH2;NOTCH3;HDAC2;NUMBL;NOTCH1;CTBP2;MAML1;CTBP1;DTX2;PSEN1;RBPJ;DTX4;DLL1;LFNG;APH1A;APH1B;ATXN1;HEY1;HEY2;ATXN1L;EP300;DVL3;HES1;TLE4;JAG2;TLE3;CREBBP;JAG1;DTX3L;NCOR2;KAT2B;NUMB;MAML3
Epithelial cell signaling in Helicobacter pylori infection	38/70	0.00453371560174054	0.0115700422156419	0	0	1.92369692388589	10.3806792231494	ATP6V1A;CXCL8;CXCL1;CXCL2;EGFR;IKBKB;CDC42;MAPK9;MAPK8;PAK1;PTPRZ1;CASP3;ATP6V0A2;CSK;RAC1;PLCG1;ATP6V1E1;ATP6V1D;ATP6V1C1;JAM3;LYN;MAP2K4;ATP6V0B;ATP6V1G1;JUN;ATP6V0E1;CHUK;ADAM10;MAPK14;NFKB1;MAPK13;MAPK10;TJP1;ATP6V1B2;ATP6V0D1;MET;MAP3K14;HBEGF
Vascular smooth muscle contraction	66/133	0.00473525631088883	0.0119884663743931	0	0	1.59712323722462	8.54895257230833	GUCY1B1;ADM;MYLK3;MYLK;MYLK4;PPP1CB;NPPC;PPP1CC;PRKACA;PRKACB;PRKG1;ARHGEF11;GUCY1A2;GUCY1A1;MAP2K1;EDN1;PLA2G12A;ARHGEF12;PPP1R12A;PRKCB;PRKCE;PRKCD;IRAG1;PLA2G4A;AVPR1A;RHOA;ACTA2;MYL6;ADCY9;PLCB4;ADORA2B;KCNMA1;MYH9;PRKCQ;RAF1;PLCB1;PPP1R12B;PPP1R12C;CALCRL;ROCK1;ROCK2;ITPR1;ITPR2;ADCY3;ITPR3;ADCY2;CACNA1C;ADCY1;ADCY7;ADCY6;GNA13;CALD1;GNA12;MYH14;MAPK1;MYH11;MYH10;MAPK3;PLA2G2D;PLA2G2A;BRAF;GNAQ;GNAS;CALM3;CALM1;CALM2
